id,host_is_superhost,zipcode,property_type,room_type,accommodates,bathrooms,bedrooms,beds,weekly_price,monthly_price,cleaning_fee,guests_included,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
4854767,f,98103,House,Entire home/apt,3,1,2,2,$732.00 ,"$2,290.00 ",$75.00 ,2,93,9,9,10,10,10,9
8129537,f,98103,House,Entire home/apt,5,1,3,3,$750.00 ,"$1,950.00 ",$100.00 ,1,,,,,,,
5014835,f,98103,House,Entire home/apt,5,2,4,3,,,$50.00 ,2,100,10,10,10,10,10,10
421168,t,98103,Other,Private room,2,1,1,1,,,$10.00 ,2,96,10,10,10,10,9,10
58503,f,98103,House,Entire home/apt,4,1,2,3,$475.00 ,"$1,750.00 ",,2,94,9,9,10,10,10,9
7881802,f,98103,House,Entire home/apt,10,3,4,5,"$1,600.00 ","$5,900.00 ",$159.00 ,6,85,9,9,9,9,10,9
9562586,f,98117,House,Private room,2,1,1,1,,,$40.00 ,0,,,,,,,
10340165,f,98133,House,Private room,2,1,1,2,,,,1,,,,,,,
370361,t,98117,House,Private room,2,1,1,1,$550.00 ,"$1,750.00 ",$50.00 ,2,98,10,10,10,10,10,10
3753645,f,98177,Townhouse,Private room,2,1,1,1,,,,1,,,,,,,
3535171,f,98103,House,Private room,2,1,1,1,,,$20.00 ,1,95,10,10,10,10,10,10
2037250,t,98117,House,Private room,2,1,1,1,$650.00 ,,$50.00 ,2,97,10,10,10,10,10,9
2605975,f,98103,House,Private room,1,1,1,1,,,$10.00 ,1,89,9,9,10,9,9,9
4825472,f,98117,House,Private room,2,1,1,1,$300.00 ,"$1,200.00 ",$50.00 ,0,89,9,9,10,10,9,9
5500398,f,98103,House,Private room,2,1,1,1,$420.00 ,"$1,800.00 ",$20.00 ,2,94,10,10,9,9,9,10
587584,f,98103,House,Entire home/apt,4,1,2,2,$600.00 ,"$2,200.00 ",$80.00 ,4,100,9,9,10,10,9,9
1220816,f,98117,House,Entire home/apt,7,1,2,3,,,$45.00 ,2,90,9,10,10,10,9,9
354453,f,98103,House,Entire home/apt,4,,2,4,$700.00 ,"$2,000.00 ",$50.00 ,4,,,,,,,
9576550,f,98103,Apartment,Entire home/apt,1,1,1,1,,,,1,,,,,,,
3793790,t,98118,House,Private room,2,1,1,1,$250.00 ,$900.00 ,,1,97,10,10,10,10,9,10
9013210,f,98108,House,Private room,2,1.5,1,1,,,,1,100,10,10,10,10,9,10
9863457,f,98118,Townhouse,Private room,2,1,1,1,,,$15.00 ,1,,,,,,,
23356,f,98118,House,Entire home/apt,10,2,3,3,"$1,250.00 ","$3,800.00 ",,6,83,8,9,10,9,7,8
6425537,f,98118,Apartment,Entire home/apt,2,1,0,1,$800.00 ,"$3,250.00 ",,1,88,10,8,10,10,9,9
7921453,f,98108,Camper/RV,Entire home/apt,4,1,0,2,,,,1,,,,,,,
8634897,f,98136,House,Entire home/apt,6,2.5,3,3,,,$55.00 ,4,100,10,10,10,10,10,10
3604931,f,98136,House,Entire home/apt,9,4,5,5,,,$150.00 ,1,100,10,10,10,10,10,10
6937492,t,98136,House,Entire home/apt,4,1.5,2,3,,"$3,950.00 ",$75.00 ,1,91,10,10,10,10,10,10
1048798,t,98136,House,Entire home/apt,4,2,1,2,"$1,295.00 ","$5,000.00 ",$100.00 ,4,99,10,10,10,10,10,10
613020,t,98136,House,Private room,2,1,1,2,$510.00 ,"$2,010.00 ",$10.00 ,1,97,10,10,10,10,10,10
9109293,f,98146,Apartment,Private room,2,1,1,1,,,,2,,,,,,,
6215943,f,98136,House,Entire home/apt,7,1.5,3,4,"$1,200.00 ",,$100.00 ,7,90,9,9,10,9,9,10
4069543,t,98136,House,Private room,5,1.5,1,2,,,,2,98,10,10,10,10,10,10
3986788,f,98136,Apartment,Entire home/apt,2,1,1,1,$500.00 ,"$1,850.00 ",$35.00 ,2,90,9,10,9,9,10,10
3968416,t,98136,House,Private room,2,1,1,1,,,,2,100,10,10,10,10,10,10
1806899,t,98144,House,Private room,2,1.5,1,1,$425.00 ,"$1,700.00 ",,2,96,10,10,10,10,9,10
6168769,f,98144,House,Private room,2,1,1,1,$450.00 ,"$1,575.00 ",$25.00 ,1,100,10,10,10,10,10,10
8187592,f,98144,Townhouse,Entire home/apt,4,2.5,2,2,,,$80.00 ,1,100,10,10,10,10,10,10
1925661,f,98144,House,Private room,2,1,1,1,$292.00 ,"$1,029.00 ",$35.00 ,1,96,10,10,10,10,9,9
4760968,t,98144,House,Private room,2,1,1,1,$450.00 ,"$1,950.00 ",$5.00 ,1,98,10,10,10,10,10,10
3953365,f,98144,House,Private room,1,1,1,1,,,,1,96,10,10,10,10,9,9
4909327,t,98144,House,Private room,2,1.5,1,1,,,$50.00 ,1,97,10,10,10,10,9,10
7828509,f,98144,Apartment,Private room,1,1,1,1,,,,1,100,8,8,10,10,10,8
4903296,f,98144,House,Private room,2,1,1,1,,,,1,,,,,,,
1323634,f,98144,House,Private room,3,2,1,2,,,$40.00 ,1,100,10,10,10,10,10,10
571640,f,98144,House,Private room,3,1,1,2,,,$40.00 ,1,90,8,9,10,10,8,9
613151,f,98144,House,Private room,6,1,1,4,,,$65.00 ,1,87,8,7,6,6,7,7
278192,f,98144,House,Private room,3,1,1,3,,,$50.00 ,1,95,9,8,10,10,8,9
571651,f,98144,House,Private room,2,1,1,1,,,$35.00 ,1,86,9,8,10,10,8,8
7883181,f,98144,House,Private room,1,1,1,1,,,,1,90,10,9,10,10,9,9
7718139,f,98144,Tent,Entire home/apt,4,0.5,1,2,,,,1,100,10,10,10,10,10,9
6572501,f,98144,Townhouse,Entire home/apt,4,2,2,2,"$1,100.00 ","$3,900.00 ",$100.00 ,2,,,,,,,
4668327,t,98144,House,Entire home/apt,2,1.5,1,1,$660.00 ,"$2,300.00 ",$35.00 ,2,91,10,9,10,9,9,9
7636185,f,98144,House,Entire home/apt,3,1,0,1,$550.00 ,"$2,500.00 ",$50.00 ,2,98,10,10,10,10,9,10
6421243,f,98144,Apartment,Entire home/apt,2,1,1,1,,,$70.00 ,1,86,9,10,10,10,9,8
5580773,f,98144,Apartment,Entire home/apt,3,1,2,2,,,$30.00 ,0,91,9,9,10,10,10,10
8737284,f,98144,Apartment,Entire home/apt,3,1,1,2,$350.00 ,"$1,200.00 ",$15.00 ,2,93,9,8,10,10,9,10
958475,t,98144,Apartment,Entire home/apt,6,1,2,2,$600.00 ,"$1,800.00 ",$35.00 ,2,97,10,10,10,10,9,10
8605841,f,98144,Apartment,Entire home/apt,4,1,1,1,$500.00 ,"$1,900.00 ",$45.00 ,2,70,10,10,10,10,10,10
7500728,f,98144,Bungalow,Entire home/apt,2,1,0,1,,"$1,800.00 ",$60.00 ,1,94,10,10,10,10,9,9
606297,f,98144,House,Entire home/apt,14,3,5,9,,"$10,500.00 ",$155.00 ,5,87,8,8,9,9,8,8
9094366,f,98144,House,Entire home/apt,6,2.5,3,4,"$2,000.00 ",,,1,,,,,,,
7096107,f,98144,Tent,Entire home/apt,2,0.5,1,1,,,,1,92,9,9,10,10,10,8
9496612,f,98108,Apartment,Entire home/apt,2,1,1,2,,,,1,,,,,,,
8785768,f,98144,House,Private room,2,1,1,1,$500.00 ,"$1,900.00 ",$25.00 ,1,,,,,,,
143580,f,98144,House,Private room,2,,1,1,,,,1,94,10,9,10,10,9,9
611500,f,98144,House,Entire home/apt,8,2,3,5,"$2,100.00 ","$7,000.00 ",$99.00 ,3,86,9,9,10,10,8,8
264829,f,98144,House,Entire home/apt,7,1,2,4,,,$75.00 ,2,89,8,8,9,10,8,9
1856851,f,98144,House,Private room,2,1.5,1,1,$510.00 ,"$1,099.00 ",$15.00 ,1,95,9,10,10,10,9,9
1317919,f,98144,House,Entire home/apt,6,2,2,3,,,$75.00 ,2,,,,,,,
392140,f,98144,House,Private room,2,1,1,1,,,,1,97,10,9,10,10,9,9
3139972,f,98144,House,Shared room,1,1,1,1,,,$8.00 ,0,94,10,9,10,10,9,10
10020221,f,98144,House,Private room,2,1,1,1,,,,1,100,10,10,10,10,10,10
8759443,f,98144,Apartment,Shared room,2,1,1,2,$230.00 ,,$10.00 ,2,100,10,10,10,10,10,10
6317449,f,98144,Apartment,Private room,1,1,1,1,,,$25.00 ,0,100,8,10,10,10,10,10
6416765,f,98144,Apartment,Entire home/apt,6,2,2,2,"$1,250.00 ","$4,500.00 ",$125.00 ,6,87,9,10,10,10,8,9
5056580,t,98144,House,Entire home/apt,2,1,1,1,$745.00 ,"$2,985.00 ",$20.00 ,2,100,10,10,10,10,10,10
6793490,f,98144,House,Entire home/apt,3,1,1,1,,,$65.00 ,1,95,10,10,10,10,9,10
2069917,f,98144,Apartment,Entire home/apt,3,1,1,1,,,$70.00 ,1,91,10,10,10,10,9,9
3258585,t,98144,House,Private room,2,1,1,1,$500.00 ,,,1,97,10,10,10,10,9,9
815017,f,98144,House,Shared room,2,1,1,1,,,$10.00 ,1,94,10,8,10,10,10,9
6610942,f,98144,House,Private room,2,1,1,1,$500.00 ,"$1,500.00 ",$50.00 ,1,94,10,10,10,10,10,10
5365612,f,98144,Townhouse,Private room,2,1,1,1,,,$30.00 ,1,100,9,10,10,10,8,8
1556170,f,98144,Apartment,Entire home/apt,3,1,1,1,,,$70.00 ,1,91,9,10,10,10,9,9
2486612,f,98144,Apartment,Entire home/apt,5,1,1,4,,,$20.00 ,2,91,9,9,10,10,9,9
7748778,f,98144,House,Entire home/apt,3,1,1,2,,,,1,,,,,,,
6872650,f,98144,Apartment,Private room,3,1,1,1,$375.00 ,"$1,350.00 ",,1,98,10,10,10,10,10,10
7634011,f,98144,House,Entire home/apt,6,1,3,3,$905.00 ,"$3,200.00 ",$50.00 ,1,82,9,8,9,9,9,9
1898511,f,98144,House,Private room,1,1.5,1,1,,,$10.00 ,1,95,9,10,9,10,9,9
8067053,f,98144,House,Private room,2,1,1,1,,,,1,80,8,6,8,10,9,9
1872885,f,98144,House,Private room,1,2.5,1,2,$550.00 ,,$120.00 ,1,100,9,9,10,9,9,9
6561379,f,98144,House,Entire home/apt,5,1,2,2,$850.00 ,"$2,961.00 ",$85.00 ,2,99,10,10,10,10,10,10
265901,f,98144,House,Private room,2,1,1,1,$525.00 ,"$2,199.00 ",$40.00 ,1,98,10,10,10,10,9,10
392779,f,98144,Apartment,Entire home/apt,4,1,2,2,,,$85.00 ,2,98,10,10,10,10,9,9
202174,f,98122,House,Entire home/apt,4,2,1,1,,,$80.00 ,2,96,10,10,10,10,9,9
7853358,f,98144,House,Entire home/apt,4,1,2,3,$607.00 ,"$2,300.00 ",$50.00 ,2,98,10,10,10,10,9,10
2197168,t,98144,House,Entire home/apt,4,1,2,2,$875.00 ,"$3,100.00 ",$50.00 ,2,99,10,10,10,10,10,10
4075152,f,98144,Bed & Breakfast,Private room,2,1,1,1,,,$30.00 ,1,,,,,,,
5593399,f,98144,Apartment,Entire home/apt,3,1,1,2,,,$20.00 ,1,91,10,9,10,10,9,9
366301,f,98144,Apartment,Entire home/apt,3,1,1,1,$440.00 ,"$1,500.00 ",$50.00 ,3,91,9,9,10,10,9,9
6644628,f,98144,Townhouse,Private room,2,1.5,1,1,,,$25.00 ,2,96,10,10,9,10,9,9
3593582,f,98144,House,Entire home/apt,5,2.5,2,2,,,$40.00 ,2,80,10,6,10,10,10,10
6716620,f,98144,Tent,Entire home/apt,2,0.5,1,1,,,,1,96,10,9,10,10,9,9
6796066,f,98144,House,Private room,1,1,1,1,$325.00 ,"$1,200.00 ",,1,98,9,8,10,10,10,9
3977450,f,98144,House,Private room,1,1,1,1,,,,1,94,10,10,10,10,9,10
793629,f,98144,House,Entire home/apt,2,1,1,1,$615.00 ,,$65.00 ,1,95,10,10,10,10,9,10
9110410,f,98144,Apartment,Entire home/apt,2,1,1,1,$625.00 ,"$2,350.00 ",,1,,,,,,,
5705161,t,98144,Apartment,Private room,3,1,1,2,$665.00 ,,$15.00 ,2,96,10,10,10,10,9,10
8596938,f,98144,Apartment,Entire home/apt,6,1,2,2,$750.00 ,"$2,700.00 ",,1,,,,,,,
5364119,t,98144,House,Private room,2,1,1,1,,,,2,100,10,10,10,10,10,10
6211882,t,98144,Apartment,Private room,2,1,1,1,$350.00 ,"$1,228.00 ",$30.00 ,1,97,10,10,10,10,10,9
4374326,f,98144,House,Private room,1,1,1,1,,,,1,95,10,9,10,10,9,9
7887651,t,98144,Townhouse,Private room,2,1,1,1,$500.00 ,"$1,650.00 ",$30.00 ,1,100,9,10,10,10,9,9
9013441,f,98144,Apartment,Entire home/apt,2,1,1,1,$500.00 ,"$1,500.00 ",,2,100,10,10,10,10,10,10
7362757,t,98118,House,Entire home/apt,4,1,1,3,$500.00 ,"$2,100.00 ",$25.00 ,2,97,10,10,10,10,9,10
9609152,f,98118,Apartment,Entire home/apt,5,1,2,3,,,$155.00 ,1,,,,,,,
4639040,f,98118,Bed & Breakfast,Private room,1,1,1,1,$250.00 ,$885.00 ,$50.00 ,1,98,10,9,10,10,10,10
2586350,t,98118,House,Entire home/apt,5,1,1,2,$700.00 ,"$2,500.00 ",$40.00 ,2,94,10,10,10,10,8,9
6482409,t,98118,House,Entire home/apt,3,0.5,0,2,$695.00 ,"$2,500.00 ",$40.00 ,2,97,10,10,10,10,9,10
8089214,f,98118,Apartment,Shared room,1,1,1,1,,"$1,000.00 ",,1,,,,,,,
8409975,f,98118,House,Private room,2,1,1,1,$214.00 ,$756.00 ,$10.00 ,1,93,9,9,9,9,9,10
8409926,f,98118,House,Private room,3,1,1,2,$262.00 ,$924.00 ,$15.00 ,1,92,10,9,9,8,9,10
6107518,f,98118,House,Private room,2,1,1,1,$350.00 ,"$1,300.00 ",$25.00 ,1,97,10,10,10,10,9,10
9797000,f,98118,Apartment,Entire home/apt,4,1,1,2,,,$20.00 ,2,90,10,10,10,10,10,10
5242148,f,98118,House,Entire home/apt,12,3,4,6,,,$189.00 ,8,98,10,10,10,10,9,10
3372535,f,98118,Bed & Breakfast,Private room,2,1,1,1,$270.00 ,$975.00 ,$50.00 ,2,96,9,9,10,10,9,9
995443,f,98118,Apartment,Entire home/apt,2,1,1,1,$500.00 ,"$1,500.00 ",,2,96,10,9,10,10,9,9
3279728,f,98106,House,Entire home/apt,5,2.5,3,3,"$1,200.00 ","$3,500.00 ",$200.00 ,1,89,10,9,10,10,9,9
8446766,f,98106,House,Private room,3,1,1,1,,,,1,100,10,10,10,10,10,10
9733841,f,98106,Bed & Breakfast,Private room,2,1,1,1,,,,1,,,,,,,
5852034,f,98106,Bed & Breakfast,Entire home/apt,4,1,1,2,,,$25.00 ,2,97,10,10,10,10,9,10
1851837,f,98106,House,Entire home/apt,3,1,1,1,$550.00 ,"$2,455.00 ",$50.00 ,1,96,9,10,9,10,9,9
7324041,t,98106,House,Entire home/apt,4,1,0,1,$475.00 ,"$1,900.00 ",$38.00 ,2,98,10,10,10,10,9,10
4105081,f,98106,House,Private room,2,1,1,1,,,,1,90,9,9,10,10,8,9
8474605,f,98106,House,Private room,2,1,1,1,,,,1,,,,,,,
5682,f,98106,Apartment,Entire home/apt,2,1,1,1,$375.00 ,"$1,250.00 ",$25.00 ,1,96,10,10,10,10,9,10
2737012,t,98106,House,Entire home/apt,2,1,1,1,,,,1,96,10,10,10,10,9,10
8743202,f,98106,Townhouse,Private room,2,1,1,1,$475.00 ,"$1,600.00 ",$15.00 ,1,100,10,10,10,10,10,10
1003890,f,98106,House,Entire home/apt,6,1,3,3,,,$109.00 ,3,93,10,10,10,10,9,9
8446120,f,98115,House,Private room,1,1,1,1,,,,1,,,,,,,
8153673,f,98115,Apartment,Entire home/apt,3,1,1,1,$700.00 ,"$2,700.00 ",$50.00 ,1,100,10,10,10,10,10,10
7936712,t,98115,Apartment,Entire home/apt,4,2,2,2,$770.00 ,"$3,000.00 ",,2,95,10,9,9,10,9,9
2642359,f,98115,Loft,Private room,2,1,1,1,,,,1,86,9,9,9,9,9,9
6528342,f,98115,House,Entire home/apt,6,2,4,4,,,,1,100,10,10,10,10,10,10
9820818,f,98115,Apartment,Entire home/apt,5,1,2,3,,,$50.00 ,1,100,10,10,10,10,10,10
8754180,f,98115,House,Entire home/apt,8,2,3,4,"$1,000.00 ","$3,500.00 ",$100.00 ,6,60,7,6,10,10,10,7
8904766,f,98118,House,Private room,2,1,1,1,,,$9.00 ,1,100,10,10,8,8,10,10
3186785,t,98118,House,Private room,6,1,1,1,$350.00 ,"$1,200.00 ",$30.00 ,3,98,10,10,10,10,9,10
1885801,f,98118,House,Private room,4,1,1,1,$825.00 ,"$2,950.00 ",$50.00 ,4,,,,,,,
8006745,f,98118,House,Entire home/apt,4,2,3,2,$450.00 ,"$1,800.00 ",$45.00 ,1,100,10,10,10,10,10,10
7013085,f,98118,House,Entire home/apt,4,1,2,2,$512.00 ,"$1,806.00 ",$17.00 ,4,90,10,10,10,10,8,9
6546748,f,98118,House,Entire home/apt,6,3,3,3,"$2,500.00 ","$9,000.00 ",$250.00 ,6,100,9,9,10,9,9,10
4526737,t,98118,Apartment,Entire home/apt,2,1,1,1,$650.00 ,"$2,300.00 ",$50.00 ,1,100,10,10,10,10,10,10
3335,f,98118,,Entire home/apt,4,1,2,2,$550.00 ,"$1,600.00 ",$75.00 ,2,,,,,,,
4735761,f,98118,Apartment,Shared room,4,1,1,1,$300.00 ,,,1,94,9,8,10,9,9,9
1672979,f,98118,House,Private room,2,2,1,1,$450.00 ,,$30.00 ,2,96,9,9,10,10,8,10
7388899,f,98118,House,Private room,2,1,1,2,,,,1,93,9,9,9,9,8,9
8052307,f,98118,Apartment,Shared room,2,1,1,1,,,$5.00 ,1,93,9,9,10,10,9,9
9068366,f,98118,House,Private room,2,1,1,1,,,,1,,,,,,,
6117473,f,98118,Treehouse,Private room,2,1,1,1,$350.00 ,,,1,92,9,10,10,10,9,9
8541389,f,98118,House,Shared room,2,1,1,1,,,,1,,,,,,,
7745016,f,98118,House,Private room,2,1,1,1,$300.00 ,,,1,100,10,10,10,10,9,10
6557297,t,98118,House,Private room,2,1,1,1,$350.00 ,"$1,365.00 ",$15.00 ,1,94,10,9,10,9,9,10
1263470,f,98118,House,Entire home/apt,2,1,1,1,$450.00 ,"$1,480.00 ",$50.00 ,2,77,8,8,9,8,7,8
7415378,t,98118,House,Entire home/apt,14,2,2,3,"$1,200.00 ","$4,000.00 ",$40.00 ,3,100,10,10,10,10,6,10
8849596,f,98118,House,Private room,2,1,1,1,,,$9.00 ,1,,,,,,,
7902382,f,98118,House,Private room,2,1,1,1,$220.00 ,$777.00 ,$10.00 ,1,95,10,10,10,10,9,10
4772997,t,98178,House,Private room,2,1,1,1,$400.00 ,,$25.00 ,2,99,10,10,10,10,10,10
4708075,f,98118,House,Private room,2,1,1,1,,,,1,92,9,10,9,9,8,10
3859882,f,98118,House,Private room,2,1,1,1,$450.00 ,,$20.00 ,2,100,10,10,10,10,8,10
4711069,f,98178,House,Entire home/apt,12,3,4,4,"$1,299.00 ","$3,995.00 ",$95.00 ,4,91,9,9,9,10,9,9
7713043,f,98178,Camper/RV,Entire home/apt,2,0,0,2,,,$20.00 ,2,91,9,10,10,10,9,9
174636,f,98118,House,Private room,3,1,1,2,$565.00 ,"$1,848.00 ",$10.00 ,1,95,9,9,10,10,9,9
8195348,f,98118,House,Private room,2,1,1,1,$325.00 ,,,2,100,9,10,10,10,10,10
7902068,f,98118,House,Private room,2,1,1,1,$232.00 ,$819.00 ,$10.00 ,1,90,9,9,9,10,8,10
4832481,t,98118,House,Private room,2,1,1,1,,,$20.00 ,1,95,10,9,10,10,9,10
7902268,f,98118,House,Private room,2,1,1,1,$274.00 ,$900.00 ,$10.00 ,1,98,10,10,9,10,9,10
4559222,f,98118,House,Private room,2,1,1,1,,,$20.00 ,2,92,9,9,9,10,10,10
7902330,f,98118,House,Private room,2,1,1,1,$214.00 ,$798.00 ,$10.00 ,1,97,10,10,10,10,9,10
6249164,t,98118,House,Private room,1,1,1,1,,,$10.00 ,1,99,10,10,10,10,8,10
5192122,f,98178,House,Private room,3,1,1,1,,,$20.00 ,2,,,,,,,
8901863,f,98178,Other,Entire home/apt,2,1,1,1,,,$125.00 ,2,,,,,,,
2027236,f,98178,House,Private room,2,1,1,1,$357.00 ,"$1,260.00 ",$15.00 ,2,93,9,10,10,9,9,10
3673011,t,98118,House,Private room,2,1,1,1,$425.00 ,"$1,600.00 ",$5.00 ,1,98,10,10,10,10,10,10
6577295,f,98108,Townhouse,Private room,2,1,1,1,,,$10.00 ,2,95,10,10,10,10,9,9
4384000,f,98144,House,Entire home/apt,5,2.5,2,4,,,$150.00 ,1,80,8,8,10,8,10,8
3147706,f,98118,House,Private room,3,1,1,1,$400.00 ,"$1,400.00 ",$10.00 ,1,95,10,10,10,10,9,10
1900698,f,98118,Apartment,Private room,2,1.5,1,1,$325.00 ,"$1,200.00 ",,1,91,9,9,10,10,9,9
4157572,t,98118,House,Private room,2,1.5,1,1,,,,1,98,10,10,10,10,9,10
8886847,f,98118,House,Private room,2,1,1,1,,,,1,,,,,,,
3642289,t,98118,House,Private room,2,1,1,1,$440.00 ,"$1,550.00 ",,0,97,10,10,10,10,9,10
3022564,t,98118,Loft,Entire home/apt,2,1,0,1,,,$20.00 ,1,98,10,10,10,10,10,10
2203983,f,98118,House,Entire home/apt,2,1,0,1,$480.00 ,,$25.00 ,1,94,9,10,10,10,9,9
215882,t,98118,Cabin,Entire home/apt,2,1,1,1,,,$60.00 ,2,97,10,10,10,10,9,10
491958,f,98118,Apartment,Entire home/apt,4,1,1,2,$550.00 ,"$1,750.00 ",$30.00 ,2,96,10,10,10,10,9,10
190984,f,98118,Apartment,Entire home/apt,2,1,1,1,$700.00 ,"$2,200.00 ",$75.00 ,1,87,9,9,9,9,7,8
1599856,f,98118,House,Entire home/apt,6,1,2,3,$740.00 ,"$2,400.00 ",,4,92,9,9,10,10,9,9
1223644,t,98118,Apartment,Entire home/apt,3,1,1,1,$575.00 ,"$1,725.00 ",$30.00 ,2,96,10,10,10,10,10,10
3246706,f,98108,House,Private room,2,1.5,1,1,$250.00 ,$950.00 ,$35.00 ,1,93,10,10,10,9,9,10
1305009,f,98108,House,Private room,2,1,1,1,$298.00 ,"$1,050.00 ",$50.00 ,2,98,10,10,10,10,9,9
8952253,f,98118,House,Entire home/apt,6,2.5,3,3,,,$49.00 ,1,100,10,10,10,10,8,10
4041868,f,98118,House,Entire home/apt,10,2,3,5,,,$225.00 ,6,71,7,7,9,10,6,7
8845310,t,98118,House,Entire home/apt,4,1,2,2,,,$35.00 ,1,,,,,,,
7750477,f,98144,House,Entire home/apt,9,2.5,3,6,"$1,300.00 ",,$80.00 ,1,100,10,10,8,8,10,10
7938941,f,98144,House,Entire home/apt,4,2,2,2,,,,1,,,,,,,
2721575,t,98118,Apartment,Entire home/apt,2,1,1,1,$595.00 ,,$35.00 ,2,97,10,10,10,10,9,10
1738425,t,98108,House,Private room,2,1.5,1,1,$329.00 ,"$1,199.00 ",$15.00 ,1,97,9,10,10,10,9,10
2471659,f,98118,House,Entire home/apt,2,1,1,1,$600.00 ,,$35.00 ,1,96,10,10,10,10,9,9
6078382,t,98108,House,Private room,2,1,1,1,,"$2,700.00 ",,1,99,10,10,10,10,9,10
7585688,f,98144,Apartment,Private room,3,1,1,1,$375.00 ,"$1,350.00 ",,1,91,9,9,10,10,9,9
3120652,f,98118,House,Entire home/apt,5,1,2,2,,,$75.00 ,2,91,9,9,10,10,9,9
4922836,f,98108,House,Private room,2,1,1,1,$440.00 ,,$10.00 ,2,95,10,10,10,10,9,10
1433440,f,98108,House,Private room,2,1,1,1,$330.00 ,$900.00 ,$25.00 ,1,88,10,10,9,9,9,9
2980762,f,98118,House,Private room,2,1,1,1,$475.00 ,"$1,350.00 ",$25.00 ,2,92,9,9,10,10,8,9
1733747,t,98108,House,Private room,2,1.5,1,1,$327.00 ,"$1,199.00 ",$15.00 ,1,97,9,10,10,10,9,10
1455269,t,98118,House,Entire home/apt,6,1,3,4,$725.00 ,,$25.00 ,4,97,10,10,10,10,9,10
1457330,f,98108,House,Entire home/apt,6,2,3,3,,,$90.00 ,4,95,9,10,10,10,9,10
7420488,t,98118,House,Private room,1,1,1,1,$250.00 ,$900.00 ,$25.00 ,1,100,10,9,10,10,8,10
8902887,f,98118,House,Entire home/apt,3,1,1,1,$550.00 ,,$25.00 ,1,97,10,10,10,10,9,10
5175464,f,98118,Apartment,Entire home/apt,2,1,0,1,$550.00 ,"$1,500.00 ",$20.00 ,0,86,9,9,10,10,9,9
7411863,f,98108,House,Private room,1,2.5,1,1,,,$10.00 ,0,92,9,10,10,9,9,9
2856806,f,98118,House,Entire home/apt,6,2.5,3,2,"$1,050.00 ",,,1,93,10,7,10,10,9,9
693956,f,98108,House,Entire home/apt,6,2.5,3,2,$900.00 ,,,1,97,10,10,10,10,8,10
5682316,t,98118,Cabin,Entire home/apt,3,1,1,2,$700.00 ,,$50.00 ,2,98,10,10,10,10,9,10
8597800,f,98118,House,Private room,4,1.5,1,2,,,$10.00 ,2,100,9,10,10,10,9,10
4707171,f,98118,Apartment,Entire home/apt,7,1,2,3,$650.00 ,"$2,400.00 ",$60.00 ,4,92,10,9,10,10,10,10
9138392,f,98118,House,Entire home/apt,4,1,2,2,$500.00 ,"$1,400.00 ",$25.00 ,2,,,,,,,
7417852,t,98118,House,Private room,2,1,1,1,$320.00 ,"$1,250.00 ",$25.00 ,1,96,10,10,10,10,9,9
9597947,f,98118,Apartment,Private room,2,2,1,1,,,,1,,,,,,,
7262142,t,98118,Apartment,Entire home/apt,2,1,1,1,$425.00 ,"$1,550.00 ",$40.00 ,1,99,9,10,10,10,9,10
7615170,f,98118,Loft,Private room,2,1,1,1,$600.00 ,"$2,400.00 ",$85.00 ,1,100,10,10,10,10,10,10
609610,f,98144,House,Entire home/apt,2,1,1,2,$550.00 ,"$2,000.00 ",,2,95,10,10,10,10,8,10
8326413,f,98118,House,Private room,2,1,1,1,,,,1,96,10,10,10,10,9,10
4833820,f,98118,House,Entire home/apt,4,1.5,2,2,"$1,000.00 ","$3,000.00 ",$150.00 ,3,,,,,,,
7480196,f,98118,House,Entire home/apt,6,1,3,4,,,$106.00 ,4,94,9,10,9,9,9,9
8774504,f,98118,House,Entire home/apt,8,2,3,5,,,$60.00 ,4,100,10,10,10,10,10,10
8627921,f,98118,House,Entire home/apt,4,1,1,2,$400.00 ,"$1,450.00 ",,2,98,10,10,10,10,10,10
788146,f,98118,House,Private room,2,1.5,1,1,$370.00 ,"$1,200.00 ",$20.00 ,1,97,10,10,10,10,9,10
9217446,f,98118,House,Private room,2,1,1,1,,,$15.00 ,1,100,10,10,10,10,10,10
2016613,f,98118,House,Entire home/apt,8,3,4,5,"$1,950.00 ",,,8,94,10,9,10,10,8,9
2695493,t,98118,House,Entire home/apt,2,1,1,1,$650.00 ,"$1,575.00 ",$60.00 ,1,98,10,10,10,10,10,10
9063355,f,98118,House,Private room,1,1,1,1,,,,1,,,,,,,
7922663,f,98144,House,Private room,2,1,1,1,,,,1,100,10,10,10,10,8,10
9415562,f,98144,House,Private room,1,1,1,1,$300.00 ,,$15.00 ,1,,,,,,,
9075656,f,98144,House,Private room,2,1,1,1,,,,1,100,10,10,10,10,10,10
9710851,f,98144,House,Private room,2,0,1,2,,,$10.00 ,1,,,,,,,
1983713,f,98144,House,Entire home/apt,4,1,1,1,$650.00 ,"$2,600.00 ",$75.00 ,2,97,10,10,10,10,10,10
7363727,t,98144,House,Private room,2,1,1,1,$400.00 ,,$25.00 ,1,98,10,10,10,10,10,10
10022421,f,98144,House,Private room,2,1,1,1,,,$50.00 ,1,,,,,,,
6274351,f,98144,House,Private room,1,1,1,1,$500.00 ,"$1,280.00 ",,1,100,10,10,10,10,10,10
